prediction_log_threshold,target_log_threshold
12.682841084218003,13.65153641843103
13.451320221643929,13.65153641843103
13.458904997584535,13.810372809410572
13.514094881933701,13.810372809410572
13.522321200757496,13.822796928163129
13.635781999113883,13.822796928163129
13.637960611702267,13.849292824082587
13.693399085156779,13.849292824082587
13.70546892200827,13.981642314336518
13.706213309610296,14.058072688505238
13.771564365873479,14.058072688505238
13.784155050630039,14.092285491114058
13.81976103535819,14.092285491114058
13.829125190718006,14.112492507680543
13.858452909012309,14.112492507680543
13.859194887091498,14.141323979419024
14.009122676732117,14.141323979419024
14.015854489367516,14.188284478423242
14.138888207467852,14.188284478423242
14.138949883064173,14.303403359599919
14.19537860397806,14.303403359599919
14.197507814024334,14.385734378772641
14.20307502264435,14.385734378772641
14.20614697784171,14.396473853030393
14.29577449995715,14.396473853030393
14.295793374188126,14.400151646423318
14.369761866767437,14.400151646423318
14.37250037440626,14.444136316163565
14.41675008347059,14.444136316163565
14.423097799896894,14.512094693258774
14.456164410410143,14.512094693258774
14.456374119302891,14.542501204430765
14.480767959839389,14.542501204430765
14.482949067500652,14.546999352582015
14.494647936824716,14.546999352582015
14.49861206744365,14.552635100527427
14.508842493331063,14.552635100527427
14.510347181836082,14.663665300995174
14.58980098819759,14.663665300995174
14.5929054812084,14.730613690165127
14.666834882886251,14.730613690165127
14.669158932512751,14.75895011396156
14.7227796119632,14.75895011396156
14.724021966933368,14.771544411686039
14.733771320573418,14.771544411686039
14.737885822973807,14.822276314753655
14.768008783656928,14.822276314753655
14.768076270471585,14.873222440688055
14.79612651127605,14.873222440688055
14.797512628988303,14.968642788354648
14.832745608080046,14.968642788354648
14.83309671148564,14.972943874258268
14.911263599051695,14.972943874258268
14.913253754537724,15.005274642120732
14.914593742790789,15.005274642120732
14.919464024755033,15.030272776743928
14.941488212598387,15.030272776743928
14.94190088525536,15.089776876308322
14.9956209338541,15.089776876308322
14.99565125811085,15.134884649363212
15.006378415955856,15.134884649363212
15.007754773191962,15.138043898510524
15.043893226124228,15.138043898510524
15.044798147936989,15.225520906824821
15.12068489824395,15.225520906824821
15.121070418016147,15.26758099191097
15.170216865371238,15.26758099191097
15.174871026935605,15.268400488689526
15.188597893393826,15.268400488689526
15.190993038568052,15.269514011932003
15.274259578150339,15.269514011932003
15.275860497322313,15.303105299034717
15.27855446851367,15.387322157463208
15.379770390220255,15.387322157463208
15.380646628057269,15.584361853973897
15.389146765329052,15.584361853973897
15.392025070699736,15.5931909157203
15.42445976562333,15.5931909157203
15.42499021413185,15.638495632930914
15.62272282929277,15.638495632930914
15.647530952256401,15.811590685173192
15.669826870522064,15.811590685173192
15.694584682194089,15.943454090393269
15.937998927851215,15.943454090393269
16.02296185392838,16.270233626368547
