fold,model,MAE,RMSE,R2,MAPE
fold1_2020H2-2021,xgboost_precovid_anchor_anchor_gap_aggressive_w20_05_default,690662.1109625923,1003989.5544730125,0.58216039470735,0.23914333545618313
fold1_2020H2-2021,xgboost_precovid_anchor_anchor_gap_aggressive_w20_05_default_calibrated,564664.8278656485,801673.6667834779,0.7335924981163175,0.2268433009866611
fold2_2021H2-2022,xgboost_precovid_anchor_anchor_gap_aggressive_w20_05_default,639578.6047872116,876580.2098101043,0.6818896608401059,0.23185380299889036
fold2_2021H2-2022,xgboost_precovid_anchor_anchor_gap_aggressive_w20_05_default_calibrated,573456.3425666001,808327.7603354668,0.7294986420877925,0.2268450578114051
fold3_test_proxy,xgboost_precovid_anchor_anchor_gap_aggressive_w20_05_default,666496.4492585303,936916.0790331288,0.6866792809777198,0.21089774575162196
fold3_test_proxy,xgboost_precovid_anchor_anchor_gap_aggressive_w20_05_default_calibrated,569037.9922472413,808932.6760026433,0.7664324596209856,0.20639413157735956
