prediction_log_threshold,target_log_threshold
13.251868331042031,13.477581150901987
13.421226551465473,13.477581150901987
13.422931149607399,13.616314988413166
13.466614653687595,13.709613092070644
13.611372977851989,13.709613092070644
13.612116783284966,13.810882011729964
13.620710340533407,13.810882011729964
13.625315914600604,13.847662749418602
13.666150732603276,13.847662749418602
13.67105962066486,13.931774405679377
13.728037915517179,13.931774405679377
13.736245126258492,14.056240054237216
13.76507078080619,14.056240054237216
13.765782551032766,14.126609951811325
13.805773651521996,14.126609951811325
13.80879279423168,14.226846263022939
14.096123169307353,14.226846263022939
14.102692896194707,14.234426586967748
14.139291799934764,14.234426586967748
14.140179073604713,14.303953492546352
14.215163223173782,14.303953492546352
14.21555902251028,14.338456353218598
14.24648761770963,14.338456353218598
14.253664596709209,14.390471029160954
14.32038493312768,14.390471029160954
14.320466865945532,14.42327536308172
14.321698481705056,14.459532008150925
14.347012985646229,14.459532008150925
14.348475378591019,14.482863403509768
14.367903394506406,14.482863403509768
14.369624057464902,14.502571497689354
14.448382649364127,14.502571497689354
14.451179997969628,14.535365835113097
14.468190173373953,14.535365835113097
14.469036260075255,14.537238931190561
14.504803382528383,14.537238931190561
14.505630974993503,14.581503578765433
14.565269968510696,14.581503578765433
14.568261574810455,14.646157023784511
14.59326591242482,14.646157023784511
14.59698261187469,14.681460371223578
14.634584413442905,14.681460371223578
14.6348064618108,14.71899207913703
14.666650474620424,14.71899207913703
14.66968857072923,14.816090899511256
14.736980255812707,14.816090899511256
14.737625794430967,14.818992520839661
14.784501703768766,14.818992520839661
14.789502489676735,14.863268497485556
14.791243000526578,14.863268497485556
14.791720203878167,14.890647101612632
14.830482508573667,14.890647101612632
14.832535234402556,14.932594180969202
14.88927808913523,14.932594180969202
14.889834337797756,15.017649445418456
14.981639312101478,15.017649445418456
14.982028037920744,15.065072324674915
15.003268839540828,15.065072324674915
15.005289643864142,15.10176477231163
15.029077218722833,15.10176477231163
15.033778720025417,15.119081514660992
15.04199408409201,15.119081514660992
15.042401425689347,15.166738771142018
15.07342981705798,15.166738771142018
15.074525868341949,15.196824138476686
15.127262997018567,15.196824138476686
15.130006777217334,15.295695784564785
15.382628688087124,15.295695784564785
15.383651154597523,15.344266163494154
15.386409804597909,15.344266163494154
15.419639201138512,15.417368477103135
15.462994551633932,15.417368477103135
15.46722316923258,15.542235858961364
15.529340737454778,15.542235858961364
15.536395028471745,15.629220090385992
15.582468069040615,15.629220090385992
15.612788315063112,15.640708124932878
15.632240324801883,15.640708124932878
15.680170985483525,15.740343284375044
15.688761377384123,15.740343284375044
15.702246060266763,15.847274948595711
15.72508424754765,15.895823541170156
15.830358510323647,15.895823541170156
15.83708139909997,15.90633504429289
15.895744410682806,15.90633504429289
15.897633501470901,15.945483229813352
15.941203150133848,15.945483229813352
16.043253455482457,16.03830985194759
16.122526221469407,16.270233626368547
