fold,model,MAE,RMSE,R2,MAPE
fold1_2020H2-2021,xgboost_top_aux_no_lag_retuned,597767.3711908015,832796.6473672404,0.7125057586265586,0.23433140390703647
fold1_2020H2-2021,xgboost_top_aux_no_lag_retuned_calibrated,550657.9522509457,760574.2900952018,0.7602081075255166,0.23260277836530865
fold2_2021H2-2022,xgboost_top_aux_no_lag_retuned,579248.4758743169,796528.8064346568,0.7373378862193536,0.21257900558810489
fold2_2021H2-2022,xgboost_top_aux_no_lag_retuned_calibrated,562426.8518480707,772823.9848390922,0.7527389860828416,0.21637761304541928
fold3_test_proxy,xgboost_top_aux_no_lag_retuned,613423.608239726,848868.6204182296,0.7428013473141315,0.20973370073848546
fold3_test_proxy,xgboost_top_aux_no_lag_retuned_calibrated,597861.4455977625,834255.3880745854,0.7515804501125496,0.21625447081569713
