prediction_log_threshold,target_log_threshold
12.696768420371853,13.647885566705657
13.44992921343323,13.647885566705657
13.453319220684847,13.713456222892084
13.472091825216642,13.713456222892084
13.483980456287933,13.82300784674813
13.571789169372815,13.82300784674813
13.580881882903322,13.842248532952906
13.721486734158832,13.842248532952906
13.728646186771705,14.094792028956125
13.808557236544738,14.094792028956125
13.816718000160165,14.094935773637683
13.823760094686158,14.094935773637683
13.840363675046756,14.104050964863054
13.923165425507852,14.104050964863054
13.924955998286592,14.157764126120949
14.079624153772533,14.157764126120949
14.085252093141236,14.18168863389646
14.087398762092809,14.18168863389646
14.089884442672885,14.202818498620703
14.100585111645012,14.202818498620703
14.102808851103633,14.233763511103957
14.125559888583512,14.233763511103957
14.126872570290988,14.25944527345946
14.178430088386529,14.25944527345946
14.1802437703775,14.264765693222937
14.18170994251166,14.300487933856632
14.184960576057682,14.300487933856632
14.19276490510277,14.404261747115518
14.30362739934474,14.404261747115518
14.305754695591263,14.407807540189559
14.376046617904425,14.407807540189559
14.37605547200261,14.476656086069983
14.434878226289161,14.476656086069983
14.43846027865665,14.492085100484813
14.481122243492724,14.492085100484813
14.482456317165886,14.518397232077886
14.49653266113039,14.518397232077886
14.496920467046607,14.61613026403375
14.50729069985049,14.61613026403375
14.509499146339252,14.656227591712927
14.568259738622466,14.656227591712927
14.5695498677914,14.706046778060559
14.595815261895375,14.706046778060559
14.596063983802441,14.708607556392014
14.606876642517229,14.708607556392014
14.607980219191257,14.711509397348719
14.61134255948518,14.711509397348719
14.61292873823132,14.733963912399991
14.651898815223594,14.733963912399991
14.654216100824092,14.748615212753037
14.727297596747848,14.748615212753037
14.727987519914208,14.794974434421409
14.752875434609539,14.794974434421409
14.757334898002807,14.866247087360257
14.764415646089198,14.866247087360257
14.766113714319609,14.868079168441025
14.788044959030982,14.868079168441025
14.7884148871084,14.891350906880746
14.800328267199498,14.891350906880746
14.80171598577818,14.968150373163681
14.914810867839835,14.968150373163681
14.91482296654346,15.032345484474632
14.939284747681574,15.032345484474632
14.939333040589332,15.093675075492445
15.019206252944103,15.093675075492445
15.022365913258309,15.154326918776068
15.024457516541398,15.199444656661967
15.056432150391228,15.199444656661967
15.05860502102784,15.24236816989268
15.159182470488911,15.24236816989268
15.162072359267572,15.256148708799882
15.225934008442863,15.256148708799882
15.230460721797275,15.27940603049429
15.275043280115204,15.27940603049429
15.276518332497085,15.282194631765186
15.279379049262033,15.282194631765186
15.282586155955164,15.335581022812553
15.288011104322019,15.335581022812553
15.290128821303846,15.39292985110615
15.384329647971802,15.39292985110615
15.386750604100882,15.449880522605634
15.390107227065291,15.449880522605634
15.394359850089934,15.634883693865643
15.619737762567711,15.634883693865643
15.650885362398483,15.7014852486576
15.658490218646815,15.92519081737899
15.719114304272795,15.92519081737899
15.723334627834346,15.93049493026765
15.748108662818307,15.939546312693247
15.899873541757053,15.939546312693247
15.911400856884297,15.939636135636691
15.941740501157167,15.939636135636691
16.041514474027807,16.270233626368547
