fold,months,avg_monthly_abs_err_raw,avg_monthly_abs_err_calibrated,avg_monthly_ape_raw,avg_monthly_ape_calibrated,mean_actual_revenue,segment
ALL,35,9445092.336642858,6344093.281331354,0.12715481240211696,0.08630577311971632,71878358.30399999,non_peak
ALL,13,15869707.841153847,9152708.440104732,0.11928639164486557,0.06961112178163519,132830326.40846154,peak_month
fold1_2020H2-2021,13,7292894.503269232,5280649.441632638,0.10458462983603652,0.08057039805823676,65421924.351538464,non_peak
fold1_2020H2-2021,5,16185635.905000001,9745016.181853155,0.12852402812025476,0.07739742421637832,128339236.53,peak_month
fold2_2021H2-2022,13,11282377.523269232,7785380.5068763215,0.15461374552217133,0.10446186714409451,70260002.89461538,non_peak
fold2_2021H2-2022,5,14375216.757,8497312.036974933,0.10466889240696223,0.06358062797876338,133445343.08199999,peak_month
fold3_test_proxy,9,9899966.159722222,5798319.501775656,0.12009328382415456,0.06836473461775162,83541942.93777779,non_peak
fold3_test_proxy,3,17833979.541666668,9257856.209073693,0.12825282958238912,0.0666847740618496,139290448.41666666,peak_month
